unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
65877132,2025-08-18 01:46:07,,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11209.0,6901 5 AVENUE,5 AVENUE,BAY RIDGE AVENUE,OVINGTON AVENUE,BAY RIDGE AVENUE,OVINGTON AVENUE,ADDRESS,BROOKLYN,5 AVENUE,,In Progress,,,,10 BROOKLYN,3058740014.0,BROOKLYN,978415.0,170047.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63341437632679,-74.02102265101016,"
,  
(40.63341437632679, -74.02102265101016)"
65878948,2025-08-18 01:44:04,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11208.0,642 ELDERT LANE,ELDERT LANE,CONDUIT BOULEVARD,DEAD END,CONDUIT BOULEVARD,DEAD END,ADDRESS,BROOKLYN,ELDERT LANE,,In Progress,,,,05 BROOKLYN,3042570001.0,BROOKLYN,1021953.0,185106.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67466967511534,-73.86407752875657,"
,  
(40.67466967511534, -73.86407752875657)"
65877050,2025-08-18 01:44:04,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040.0,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,,In Progress,,,2025-08-18T02:21:50.000,12 MANHATTAN,1021580067.0,MANHATTAN,1003895.0,250647.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85462115652687,-73.9289865404921,"
,  
(40.85462115652687, -73.9289865404921)"
65876063,2025-08-18 01:43:41,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11422.0,259-36 149 AVENUE,149 AVENUE,259 STREET,262 STREET,259 STREET,262 STREET,ADDRESS,ROSEDALE,149 AVENUE,,In Progress,,,2025-08-18T02:02:35.000,13 QUEENS,4136900051.0,QUEENS,1059593.0,177236.0,MOBILE,Unspecified,QUEENS,Car,,,,,,,40.6528280429159,-73.72847077584818,"
,  
(40.6528280429159, -73.72847077584818)"
65875381,2025-08-18 01:43:25,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11416.0,97-10 92 STREET,92 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,92 STREET,,In Progress,,,,09 QUEENS,,QUEENS,1026058.0,188865.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.68496882759504,-73.8492553673449,"
,  
(40.68496882759504, -73.8492553673449)"
65878894,2025-08-18 01:42:24,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10472.0,1065 MANOR AVENUE,MANOR AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,MANOR AVENUE,,In Progress,,,,09 BRONX,2037160036.0,BRONX,1018677.0,240068.0,PHONE,Unspecified,BRONX,Car,,,,,,,40.825539645758994,-73.87560639155221,"
,  
(40.825539645758994, -73.87560639155221)"
65881610,2025-08-18 01:41:36,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11429.0,113-21 212 STREET,212 STREET,113 AVENUE,MURDOCK AVENUE,113 AVENUE,MURDOCK AVENUE,ADDRESS,QUEENS VILLAGE,212 STREET,,In Progress,,,,13 QUEENS,4111350115.0,QUEENS,1055307.0,195891.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70406700454804,-73.74372033972598,"
,  
(40.70406700454804, -73.74372033972598)"
65876963,2025-08-18 01:40:44,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11361.0,209-33 32 AVENUE,32 AVENUE,CORPORAL KENNEDY STREET,210 STREET,CORPORAL KENNEDY STREET,210 STREET,ADDRESS,BAYSIDE,32 AVENUE,,In Progress,,,,11 QUEENS,4059940051.0,QUEENS,1045207.0,220795.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.772497435637376,-73.7799219496503,"
,  
(40.772497435637376, -73.7799219496503)"
65876087,2025-08-18 01:40:31,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210.0,1366 NEW YORK AVENUE,NEW YORK AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,NEW YORK AVENUE,,In Progress,,,2025-08-18T02:11:40.000,17 BROOKLYN,3049640040.0,BROOKLYN,999382.0,172318.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63963678332327,-73.94547653185677,"
,  
(40.63963678332327, -73.94547653185677)"
65875179,2025-08-18 01:39:27,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456.0,1447 PROSPECT AVENUE,PROSPECT AVENUE,LAFAYETTE STREET,CROTONA AVENUE,LAFAYETTE STREET,CROTONA AVENUE,ADDRESS,BRONX,PROSPECT AVENUE,,In Progress,,,,03 BRONX,2029370047.0,BRONX,1012784.0,243226.0,PHONE,Unspecified,BRONX,,,,,,,,40.83422844826637,-73.89688586307992,"
,  
(40.83422844826637, -73.89688586307992)"
65878897,2025-08-18 01:39:17,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205.0,112 ST EDWARD STREET,ST EDWARD STREET,AUBURN PLACE,NORTH ELLIOTT WALK,AUBURN PLACE,NORTH ELLIOTT WALK,ADDRESS,BROOKLYN,ST EDWARDS STREET,,In Progress,,,2025-08-18T02:12:09.000,02 BROOKLYN,3020340134.0,BROOKLYN,990374.0,192060.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69383498754653,-73.97791612982495,"
,  
(40.69383498754653, -73.97791612982495)"
65878827,2025-08-18 01:39:12,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11435.0,106-50 PRINCETON STREET,PRINCETON STREET,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,ADDRESS,JAMAICA,PRINCETON STREET,,In Progress,,,,12 QUEENS,4100790024.0,QUEENS,1038475.0,191517.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69218057985629,-73.80446291169812,"
,  
(40.692180579856284, -73.80446291169812)"
65880925,2025-08-18 01:39:10,,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,10460.0,1422 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,EAST  177 STREET,GUION PLACE,EAST  177 STREET,GUION PLACE,ADDRESS,BRONX,ST LAWRENCE AVENUE,,In Progress,,,,09 BRONX,2038980034.0,BRONX,1020737.0,243840.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83588442270694,-73.86814257686486,"
,  
(40.83588442270694, -73.86814257686486)"
65878878,2025-08-18 01:38:28,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416.0,92-04 95 AVENUE,95 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,OZONE PARK,95 AVENUE,,In Progress,,,,09 QUEENS,4090320002.0,QUEENS,1025910.0,189399.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.68643523113269,-73.84978569939258,"
,  
(40.68643523113269, -73.84978569939258)"
65876968,2025-08-18 01:38:22,,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10458.0,2793 BRIGGS AVENUE,BRIGGS AVENUE,EAST  196 STREET,EAST  197 STREET,EAST  196 STREET,EAST  197 STREET,ADDRESS,BRONX,BRIGGS AVENUE,,In Progress,,,2025-08-18T02:23:10.000,07 BRONX,2033010086.0,BRONX,1014607.0,255508.0,PHONE,Unspecified,BRONX,,,,,,,,40.867932792981385,-73.89024243020245,"
,  
(40.867932792981385, -73.89024243020245)"
65878950,2025-08-18 01:37:40,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10034.0,136 SHERMAN AVENUE,SHERMAN AVENUE,DYCKMAN STREET,ACADEMY STREET,DYCKMAN STREET,ACADEMY STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,,In Progress,,,2025-08-18T02:07:05.000,12 MANHATTAN,1022240029.0,MANHATTAN,1005207.0,254153.0,MOBILE,Unspecified,MANHATTAN,Car,,,,,,,40.86424105288289,-73.92423291550989,"
,  
(40.86424105288289, -73.92423291550989)"
65875754,2025-08-18 01:36:53,2025-08-18 01:43:50,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473.0,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,BEACH AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2025-08-18T01:43:54.000,09 BRONX,2035980017.0,BRONX,1022009.0,238046.0,PHONE,Unspecified,BRONX,,,,,,,,40.81997621957901,-73.86357841506774,"
,  
(40.819976219579004, -73.86357841506774)"
65878923,2025-08-18 01:36:31,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417.0,106-10 107 AVENUE,107 AVENUE,106 STREET,107 STREET,106 STREET,107 STREET,ADDRESS,OZONE PARK,107 AVENUE,,In Progress,,,,10 QUEENS,4095440004.0,QUEENS,1030196.0,187507.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.68122092083765,-73.83434451918518,"
,  
(40.68122092083765, -73.83434451918518)"
65877053,2025-08-18 01:36:09,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458.0,2793 BRIGGS AVENUE,BRIGGS AVENUE,EAST  196 STREET,EAST  197 STREET,EAST  196 STREET,EAST  197 STREET,ADDRESS,BRONX,BRIGGS AVENUE,,In Progress,,,2025-08-18T02:23:00.000,07 BRONX,2033010086.0,BRONX,1014607.0,255508.0,PHONE,Unspecified,BRONX,SUV,,,,,,,40.867932792981385,-73.89024243020245,"
,  
(40.867932792981385, -73.89024243020245)"
65879850,2025-08-18 01:36:01,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206.0,TOMPKINS AVENUE,TOMPKINS AVENUE,TOMPKINS AVENUE,WILLOUGHBY AVENUE,TOMPKINS AVENUE,WILLOUGHBY AVENUE,INTERSECTION,,,,In Progress,,,2025-08-18T02:32:56.000,03 BROOKLYN,,BROOKLYN,999203.0,192208.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69423069973624,-73.94607738602795,"
,  
(40.69423069973624, -73.94607738602795)"
65881644,2025-08-18 01:35:42,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205.0,112 ST EDWARD STREET,ST EDWARD STREET,AUBURN PLACE,NORTH ELLIOTT WALK,AUBURN PLACE,NORTH ELLIOTT WALK,ADDRESS,BROOKLYN,ST EDWARDS STREET,,In Progress,,,2025-08-18T02:11:39.000,02 BROOKLYN,3020340134.0,BROOKLYN,990374.0,192060.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69383498754653,-73.97791612982495,"
,  
(40.69383498754653, -73.97791612982495)"
65876837,2025-08-18 01:34:56,2025-08-18 01:46:47,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372.0,72-17 34 AVENUE,34 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:46:49.000,03 QUEENS,4012450030.0,QUEENS,1013595.0,213556.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.752789725351,-73.89408477242813,"
,  
(40.752789725351, -73.89408477242813)"
65881657,2025-08-18 01:34:45,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10460.0,1422 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,EAST  177 STREET,GUION PLACE,EAST  177 STREET,GUION PLACE,ADDRESS,BRONX,ST LAWRENCE AVENUE,,In Progress,,,,09 BRONX,2038980034.0,BRONX,1020737.0,243840.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83588442270694,-73.86814257686486,"
,  
(40.83588442270694, -73.86814257686486)"
65881682,2025-08-18 01:34:41,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221.0,448 PUTNAM AVENUE,PUTNAM AVENUE,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,PUTNAM AVENUE,,In Progress,,,2025-08-18T02:08:55.000,03 BROOKLYN,3018300012.0,BROOKLYN,999986.0,188774.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68480380403101,-73.94326180003524,"
,  
(40.68480380403101, -73.94326180003524)"
65876088,2025-08-18 01:34:39,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10016.0,243 EAST   27 STREET,EAST   27 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   27 STREET,,In Progress,,,2025-08-18T01:58:20.000,06 MANHATTAN,1009080027.0,MANHATTAN,989889.0,209115.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74064719137972,-73.97965081002563,"
,  
(40.740647191379715, -73.97965081002563)"
65878929,2025-08-18 01:34:14,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417.0,106-10 107 AVENUE,107 AVENUE,106 STREET,107 STREET,106 STREET,107 STREET,ADDRESS,OZONE PARK,107 AVENUE,,In Progress,,,,10 QUEENS,4095440004.0,QUEENS,1030196.0,187507.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68122092083765,-73.83434451918518,"
,  
(40.68122092083765, -73.83434451918518)"
65881703,2025-08-18 01:34:10,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11220.0,5423 8 AVENUE,8 AVENUE,54 STREET,55 STREET,54 STREET,55 STREET,ADDRESS,BROOKLYN,8 AVENUE,,In Progress,,,2025-08-18T01:53:34.000,12 BROOKLYN,3056720001.0,BROOKLYN,982526.0,171972.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63869984562788,-74.00621181160929,"
,  
(40.638699845627876, -74.00621181160929)"
65876000,2025-08-18 01:33:25,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223.0,1837 STILLWELL AVENUE,STILLWELL AVENUE,81 STREET,82 STREET,81 STREET,82 STREET,ADDRESS,BROOKLYN,STILLWELL AVENUE,,In Progress,,,,11 BROOKLYN,3066670072.0,BROOKLYN,988086.0,158483.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60167468753419,-73.98618602354,"
,  
(40.60167468753419, -73.98618602354)"
65880441,2025-08-18 01:33:15,2025-08-18 01:49:53,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226.0,60 CLARKSON AVENUE,CLARKSON AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,CLARKSON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:49:58.000,14 BROOKLYN,3050640040.0,BROOKLYN,995949.0,177894.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65494689537713,-73.95783660963446,"
,  
(40.65494689537713, -73.95783660963446)"
65879905,2025-08-18 01:32:40,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,11236.0,720 EAST   91 STREET,EAST   91 STREET,AVENUE B,DITMAS AVENUE,AVENUE B,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST   91 STREET,,In Progress,,,,17 BROOKLYN,3081080041.0,BROOKLYN,1007811.0,175956.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64960389356384,-73.91509255471047,"
,  
(40.649603893563835, -73.91509255471047)"
65879799,2025-08-18 01:32:02,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105.0,20-25 STEINWAY STREET,STEINWAY STREET,20 AVENUE,20 ROAD,20 AVENUE,20 ROAD,ADDRESS,ASTORIA,STEINWAY STREET,,In Progress,,,,01 QUEENS,4007990022.0,QUEENS,1011290.0,221959.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.77586112669968,-73.9023704242571,"
,  
(40.775861126699674, -73.9023704242571)"
65875061,2025-08-18 01:31:39,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226.0,351 EAST   28 STREET,EAST   28 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   28 STREET,,In Progress,,,2025-08-18T01:58:54.000,17 BROOKLYN,3051940061.0,BROOKLYN,997979.0,173165.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64196390228409,-73.95053008248493,"
,  
(40.64196390228409, -73.95053008248493)"
65876992,2025-08-18 01:31:10,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205.0,MYRTLE AVENUE,MYRTLE AVENUE,MYRTLE AVENUE,ST EDWARD STREET,MYRTLE AVENUE,ST EDWARD STREET,INTERSECTION,,,,In Progress,,,2025-08-18T02:13:14.000,02 BROOKLYN,,BROOKLYN,990399.0,191915.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69343697878448,-73.97782610922518,"
,  
(40.693436978784476, -73.97782610922518)"
65877956,2025-08-18 01:31:10,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419.0,120-14 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,,In Progress,,,,09 QUEENS,4094380006.0,QUEENS,1032303.0,192301.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.69436813769891,-73.82671368709654,"
,  
(40.69436813769891, -73.82671368709654)"
65880813,2025-08-18 01:30:21,,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10460.0,1422 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,EAST  177 STREET,GUION PLACE,EAST  177 STREET,GUION PLACE,ADDRESS,BRONX,ST LAWRENCE AVENUE,,In Progress,,,,09 BRONX,2038980034.0,BRONX,1020737.0,243840.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83588442270694,-73.86814257686486,"
,  
(40.83588442270694, -73.86814257686486)"
65880776,2025-08-18 01:29:47,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452.0,963 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,,In Progress,,,,04 BRONX,2025110068.0,BRONX,1003966.0,242285.0,PHONE,Unspecified,BRONX,,,,,,,,40.83166976291957,-73.9287544719845,"
,  
(40.831669762919574, -73.9287544719845)"
65881685,2025-08-18 01:29:29,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460.0,1700 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,,In Progress,,,2025-08-18T01:59:03.000,03 BRONX,2029900011.0,BRONX,1015421.0,243931.0,MOBILE,Unspecified,BRONX,,,,,,,,40.8361545544056,-73.88735319413729,"
,  
(40.836154554405596, -73.88735319413729)"
65880809,2025-08-18 01:29:22,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032.0,3862 BROADWAY,BROADWAY,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,BROADWAY,,In Progress,,,2025-08-18T01:55:33.000,12 MANHATTAN,1021200001.0,MANHATTAN,1000039.0,244113.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.83669498803014,-73.94294073013086,"
,  
(40.83669498803014, -73.94294073013086)"
65878883,2025-08-18 01:28:59,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374.0,65-60 BOOTH STREET,BOOTH STREET,65 ROAD,66 AVENUE,65 ROAD,66 AVENUE,ADDRESS,REGO PARK,BOOTH STREET,,In Progress,,,,06 QUEENS,4030990016.0,QUEENS,1023592.0,204083.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.72674989866702,-73.85805794964186,"
,  
(40.72674989866702, -73.85805794964186)"
65879796,2025-08-18 01:28:52,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374.0,65-60 BOOTH STREET,BOOTH STREET,65 ROAD,66 AVENUE,65 ROAD,66 AVENUE,ADDRESS,REGO PARK,BOOTH STREET,,In Progress,,,,06 QUEENS,4030990016.0,QUEENS,1023592.0,204083.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.72674989866702,-73.85805794964186,"
,  
(40.72674989866702, -73.85805794964186)"
